house,money,location,house_info,house_type,part
万科泊寓 萨家湾社区店 惬意小户型,1700-2000,,20㎡1室1厅1卫,all,鼓楼
君临国际 4室2厅 13500元,13500,鼓楼华侨路,-151㎡南 北4室2厅1卫,all,鼓楼
核工桂花园 4室2厅 8800元,8800,鼓楼挹江门,-141㎡南 北4室2厅2卫,all,鼓楼
亿立方公寓 广东路店 温馨标准间 开间,1500,,18㎡南1室0厅1卫,all,鼓楼
中商万豪 3室0厅 10000元,10000,鼓楼湖南路,-155㎡南3室0厅1卫,all,鼓楼
万科泊寓 萨家湾社区店 标准户型A2,2550,,19-23㎡北1室1厅1卫,all,鼓楼
万科泊寓 萨家湾社区店 经济小户型,2295-2380,,18-19㎡南 北1室1厅1卫,all,鼓楼
V+SPACE国际青创社区 幕府西路社区 A户型,2150-2600,,25-30㎡东南 西南1室1厅1卫,all,鼓楼
水佐岗 2室1厅 3200元,3200,鼓楼水佐岗,-49㎡南 北2室1厅1卫,all,鼓楼
世茂外滩新城 2室2厅 5200元,5200,鼓楼热河南路,-106㎡南2室2厅1卫,all,鼓楼
恒盛金陵湾 3室2厅 7000元,7000,鼓楼定淮门大街,-136㎡南 北3室2厅2卫,all,鼓楼
碧树园南片 2室1厅 5200元,5200,鼓楼龙江,-72㎡南2室1厅1卫,all,鼓楼
金陵新九村 2室1厅 2600元,2600,鼓楼金陵小区,-69㎡南 北2室1厅1卫,all,鼓楼
莫愁新寓迎春里 1室0厅 4600元,4600,鼓楼汉中门大街,-70㎡南1室0厅0卫,all,鼓楼
世茂外滩新城 2室1厅 4100元,4100,鼓楼热河南路,-86㎡南2室1厅1卫,all,鼓楼
明华新村 2室1厅 3800元,3800,鼓楼华侨路,-49㎡南 北2室1厅1卫,all,鼓楼
辰龙绿苑西苑 2室1厅 5400元,5400,鼓楼凤凰西街,-81㎡南2室1厅1卫,all,鼓楼
瑞园 4室2厅 8500元,8500,鼓楼龙江,-110㎡南 北4室2厅1卫,all,鼓楼
西康路3号 3室2厅 6000元,6000,鼓楼宁海路,-80㎡南 北3室2厅1卫,all,鼓楼
三牌楼大街 2室2厅 3700元,3700,鼓楼三牌楼,-63㎡南 北2室2厅1卫,all,鼓楼
金陵小区 目前两室 可改三室 居家装修 家具家电齐全,2500,鼓楼金陵小区,-74㎡南 东北3室1厅1卫,all,鼓楼
整租 · 恒盛金陵湾 4室1厅 10600元,10600,鼓楼定淮门大街,-261㎡南 北4室1厅4卫,all,鼓楼
整租 · 定淮门大街 3室1厅 4300元,4300,鼓楼定淮门大街,-96㎡南 北3室1厅1卫,all,鼓楼
整租 · 装修不错 双南双阳台 东边户 带车位,10600,鼓楼宁海路,-125㎡东南3室2厅1卫,all,鼓楼
蓝山国际公寓 4室2厅 9500元,9500,鼓楼许府巷,-117㎡南 北4室2厅2卫,all,鼓楼
江雁依山郡 6室3厅 5000元,5000,鼓楼金陵小区,-300㎡南 北6室3厅2卫,all,鼓楼
清江花苑绿茵园 3室2厅 5300元,5300,鼓楼定淮门大街,-112㎡北3室2厅1卫,all,鼓楼
镇江路8号 2室1厅 2800元 跃层,2800,鼓楼三牌楼,-66㎡南2室1厅1卫,all,鼓楼
中海凤凰熙岸三期 4室2厅 13000元,13000,鼓楼凤凰西街,-144㎡南4室2厅2卫,all,鼓楼
丁家桥26号小区 3室2厅 5000元,5000,鼓楼湖南路,-104㎡南 北3室2厅1卫,all,鼓楼
亚都锦园 3室1厅 6000元,6000,鼓楼建宁路,-138㎡南 北3室1厅2卫,all,鼓楼
银城花园北片 3室1厅 3300元,3300,鼓楼龙江,-59㎡南 北3室1厅1卫,all,鼓楼
世茂滨江新城 4室2厅 10000元,10000,鼓楼热河南路,-211㎡南4室2厅3卫,all,鼓楼
辰龙广场 3室2厅 6000元,6000,鼓楼凤凰西街,-115㎡南3室2厅1卫,all,鼓楼
定淮门大街 3室2厅 5200元,5200,鼓楼定淮门大街,-124㎡南 北3室2厅1卫,all,鼓楼
三步两桥 3室1厅 4500元,4500,鼓楼三牌楼,-100㎡南 北3室1厅1卫,all,鼓楼
南东瓜市16号 2室1厅 4000元,4000,鼓楼宁海路,-58㎡南2室1厅1卫,all,鼓楼
时代天地广场 2室1厅 5000元,5000,鼓楼凤凰西街,-110㎡东2室1厅1卫,all,鼓楼
中海凤凰熙岸一期 4室1厅 12000元,12000,鼓楼凤凰西街,-141㎡南 北4室1厅2卫,all,鼓楼
阳光锦绣阁 3室2厅 6650元,6650,鼓楼龙江,-140㎡西南3室2厅2卫,all,鼓楼
凤凰庄 3室1厅 4200元,4200,鼓楼汉中门大街,-67㎡南 北3室1厅1卫,all,鼓楼
恒基金满庭 2室1厅 4000元 跃层,4000,鼓楼小市,-84㎡南2室1厅2卫,all,鼓楼
邮政世纪花园 3室1厅 5800元,5800,鼓楼凤凰西街,-112㎡南3室1厅1卫,all,鼓楼
恒盛金陵湾 2室2厅 5800元,5800,鼓楼定淮门大街,-108㎡南 北2室2厅1卫,all,鼓楼
怡景花园 3室1厅 5300元,5300,鼓楼华侨路,-78㎡南3室1厅1卫,all,鼓楼
虎踞关 3室2厅 4500元,4500,鼓楼宁海路,-78㎡南 北3室2厅1卫,all,鼓楼
管家桥 3室1厅 6000元,6000,鼓楼华侨路,-64㎡南 北3室1厅1卫,all,鼓楼
龙凤花园隽凤园 2室1厅 12500元 错层,12500,鼓楼龙江,-81㎡南2室1厅1卫,all,鼓楼
清河新寓二村 1室1厅 2600元,2600,鼓楼凤凰西街,-45㎡南1室1厅1卫,all,鼓楼
广州路39号 2室1厅 3900元,3900,鼓楼华侨路,-58㎡南 北2室1厅1卫,all,鼓楼
教工新村 3室1厅 4500元,4500,鼓楼凤凰西街,-66㎡南 北3室1厅1卫,all,鼓楼
和会街 2室1厅 3000元,3000,鼓楼三牌楼,-70㎡南 北2室1厅1卫,all,鼓楼
华夏大厦 2室2厅 7500元,7500,鼓楼华侨路,-124㎡西北2室2厅1卫,all,鼓楼
聚福园二期 3室2厅 7500元,7500,鼓楼龙江,-130㎡南 北3室2厅2卫,all,鼓楼
星汉城市花园 3室1厅 8500元,8500,鼓楼水佐岗,-122㎡南3室1厅1卫,all,鼓楼
苏宁雅瑰园 3室2厅 6500元,6500,鼓楼龙江,-122㎡南 北3室2厅1卫,all,鼓楼
银城花园南片 3室1厅 3600元,3600,鼓楼龙江,-75㎡南 北3室1厅1卫,all,鼓楼
中山北路 3室1厅 4000元,4000,鼓楼三牌楼,-62㎡南 北3室1厅1卫,all,鼓楼
高教新村 3室1厅 4000元,4000,鼓楼草场门大街,-98㎡南3室1厅1卫,all,鼓楼
热河南路308号小区 2室1厅 2300元,2300,鼓楼热河南路,-56㎡南2室1厅1卫,all,鼓楼
恒盛金陵湾 2室1厅 5500元,5500,鼓楼定淮门大街,-93㎡南2室1厅1卫,all,鼓楼
银城花园南片 2室1厅 3000元,3000,鼓楼龙江,-60㎡南 北2室1厅1卫,all,鼓楼
清凉山庄 3室1厅 5000元,5000,鼓楼华侨路,-96㎡南 北3室1厅1卫,all,鼓楼
莫愁花园牡丹里 3室1厅 4500元,4500,鼓楼凤凰西街,-104㎡南3室1厅1卫,all,鼓楼
恒盛金陵湾 2室2厅 4900元,4900,鼓楼定淮门大街,-104㎡南2室2厅1卫,all,鼓楼
老菜市 2室1厅 2900元,2900,鼓楼湖南路,-58㎡南 北2室1厅1卫,all,鼓楼
西城风尚 2室2厅 5000元,5000,鼓楼龙江,-60㎡西 北2室2厅2卫,all,鼓楼
虎踞路 2室1厅 3200元,3200,鼓楼华侨路,-64㎡南 北2室1厅1卫,all,鼓楼
整租 · 江东北路永嘉年华挑高两层两室精装交通方便,4300,鼓楼龙江,-50㎡东2室1厅1卫,all,鼓楼
西桥 3室1厅 4100元,4100,鼓楼湖南路,-77㎡南 北3室1厅1卫,all,鼓楼
港宁园 3室2厅 4200元,4200,鼓楼福建路,-100㎡南 北3室2厅1卫,all,鼓楼
合群新村 3室2厅 5100元,5100,鼓楼宁海路,-93㎡南 北3室2厅1卫,all,鼓楼
石头城84号 2室1厅 3200元,3200,鼓楼龙江,-54㎡南 北2室1厅1卫,all,鼓楼
整租 · 新河一村 2室1厅 3800元,3800,鼓楼定淮门大街,-51㎡南 北2室1厅1卫,all,鼓楼
芳草园 2室2厅 4500元,4500,鼓楼龙江,-89㎡南 北2室2厅1卫,all,鼓楼
凤凰三村21号 2室1厅 3200元,3200,鼓楼凤凰西街,-63㎡南 北2室1厅1卫,all,鼓楼
辰龙广场 1室1厅 3200元,3200,鼓楼凤凰西街,-45㎡西1室1厅1卫,all,鼓楼
蔚蓝之都 3室1厅 8000元,8000,鼓楼汉中门大街,-130㎡东3室1厅2卫,all,鼓楼
聚福园二期 3室2厅 6800元,6800,鼓楼龙江,-138㎡南 北3室2厅2卫,all,鼓楼
辰龙雅苑 1室1厅 2900元,2900,鼓楼草场门大街,-41㎡南1室1厅1卫,all,鼓楼
金陵小区 上元门 家具家电齐全 价格优惠 业主自住,1800,鼓楼金陵小区,-50㎡南 北2室1厅1卫,all,鼓楼
新城市广场 3室1厅 4800元,4800,鼓楼龙江,-48㎡北3室1厅2卫,all,鼓楼
嘉景苑 4室2厅 8500元,8500,鼓楼凤凰西街,-138㎡南 北4室2厅2卫,all,鼓楼
清江公寓 2室1厅 4800元 跃层,4800,鼓楼凤凰西街,-77㎡南 北2室1厅2卫,all,鼓楼
清江花苑碧波园 3室2厅 6500元,6500,鼓楼定淮门大街,-125㎡南 北3室2厅1卫,all,鼓楼
工人新村 3室1厅 3400元 跃层,3400,鼓楼许府巷,-81㎡南3室1厅1卫,all,鼓楼
整租 · 深业滨江半岛 1室1厅,3750,鼓楼建宁路,-61㎡南1室1厅1卫,all,鼓楼
河海大厦 3室1厅 5200元,5200,鼓楼宁海路,-87㎡南3室1厅1卫,all,鼓楼
整租 · 深业滨江半岛 1室1厅,3500,鼓楼建宁路,-61㎡南1室1厅1卫,all,鼓楼
整租 · 天玺国际广场 1室1厅,4300,鼓楼凤凰西街,-66㎡南1室1厅1卫,all,鼓楼
金海园 4室2厅 8500元,8500,鼓楼龙江,-165㎡东 西4室2厅2卫,all,鼓楼
百步坡 3室1厅 4500元,4500,鼓楼华侨路,-53㎡南3室1厅1卫,all,鼓楼
锋尚国际公寓 3室2厅 14000元,14000,鼓楼热河南路,-212㎡南 北3室2厅3卫,all,鼓楼
西城岚湾花苑 4室2厅 14000元,14000,鼓楼龙江,-181㎡南4室2厅2卫,all,鼓楼
金信花园 3室2厅 5500元,5500,鼓楼龙江,-110㎡南3室2厅1卫,all,鼓楼
金轮国际广场 2室1厅 9500元,9500,鼓楼华侨路,-123㎡南2室1厅2卫,all,鼓楼
出租装修 可以简单做饭 采光好  调高  实用面积100多,4800,鼓楼龙江,-53㎡东2室2厅2卫,all,鼓楼
永嘉年华 2室2厅 4000元 跃层,4000,鼓楼龙江,-50㎡东2室2厅1卫,all,鼓楼
明华清园 3室2厅 8000元,8000,鼓楼华侨路,-147㎡南3室2厅2卫,all,鼓楼
整租 · 深业滨江半岛 1室1厅,3750,鼓楼建宁路,-60㎡北1室1厅1卫,all,鼓楼
佳盛花园 3室2厅 5000元,5000,鼓楼热河南路,-118㎡南 北3室2厅1卫,all,鼓楼
育才公寓 2室1厅 3600元,3600,鼓楼凤凰西街,-55㎡南 北2室1厅1卫,all,鼓楼
凤凰和鸣 4室2厅 9000元,9000,鼓楼许府巷,-146㎡南4室2厅2卫,all,鼓楼
整租 · 阳光金峰阁 1室0厅,2350,鼓楼龙江,-37㎡西南1室0厅1卫,all,鼓楼
西康路3号 3室2厅 5000元,5000,鼓楼宁海路,-85㎡南3室2厅1卫,all,鼓楼
五台花园 3室2厅 12000元,12000,鼓楼华侨路,-180㎡东南3室2厅3卫,all,鼓楼
白云园北片 3室2厅 5000元,5000,鼓楼龙江,-90㎡南 北3室2厅1卫,all,鼓楼
大方巷 4室1厅 7200元,7200,鼓楼湖南路,-96㎡南4室1厅3卫,all,鼓楼
世茂滨江新城 3室2厅 7800元,7800,鼓楼热河南路,-171㎡南 北3室2厅2卫,all,鼓楼
育才公寓 3室2厅 4300元,4300,鼓楼凤凰西街,-85㎡南 北3室2厅2卫,all,鼓楼
东宝花园 3室2厅 5500元,5500,鼓楼凤凰西街,-120㎡南 北3室2厅1卫,all,鼓楼
国华大厦 2室2厅 7500元,7500,鼓楼华侨路,-131㎡南2室2厅1卫,all,鼓楼
深业滨江半岛 3室1厅 5700元,5700,鼓楼建宁路,-94㎡南3室1厅1卫,all,鼓楼
金陵大公馆 4室2厅 10000元,10000,鼓楼三牌楼,-170㎡南4室2厅2卫,all,鼓楼
银城聚锦园 3室2厅 8500元,8500,鼓楼凤凰西街,-115㎡南3室2厅2卫,all,鼓楼
证大大拇指广场 3室2厅 5500元,5500,鼓楼建宁路,-90㎡南 北3室2厅1卫,all,鼓楼
康藏路小区 2室1厅 4200元,4200,鼓楼水佐岗,-86㎡南2室1厅1卫,all,鼓楼
邮政世纪花园 2室1厅 4200元,4200,鼓楼凤凰西街,-76㎡南 北2室1厅1卫,all,鼓楼
白云园北片 3室2厅 5000元,5000,鼓楼龙江,-93㎡南 北3室2厅1卫,all,鼓楼
平家巷小区 3室1厅 5500元,5500,鼓楼华侨路,-97㎡南3室1厅1卫,all,鼓楼
辰龙广场 3室2厅 7500元,7500,鼓楼凤凰西街,-131㎡东 南3室2厅2卫,all,鼓楼
恒盛金陵湾 2室2厅 5500元,5500,鼓楼定淮门大街,-102㎡南 北2室2厅1卫,all,鼓楼
中海凤凰熙岸三期 4室2厅 18000元,18000,鼓楼凤凰西街,-192㎡南 北4室2厅3卫,all,鼓楼
清江花苑明月园 3室2厅 4500元,4500,鼓楼定淮门大街,-95㎡南 北3室2厅1卫,all,鼓楼
迎江园 2室1厅 4000元,4000,鼓楼定淮门大街,-63㎡南 北2室1厅1卫,all,鼓楼
五塘新村 3室1厅 2200元,2200,鼓楼五塘广场,-67㎡南 北3室1厅1卫,all,鼓楼
迎江园 3室1厅 4200元 复式,4200,鼓楼定淮门大街,-73㎡南 西 北3室1厅1卫,all,鼓楼
新泉里 3室1厅 5000元,5000,鼓楼湖南路,-85㎡南3室1厅1卫,all,鼓楼
世茂滨江新城 3室2厅 7500元,7500,鼓楼热河南路,-185㎡南3室2厅2卫,all,鼓楼
金陵大公馆 4室3厅 10500元,10500,鼓楼三牌楼,-170㎡南 北4室3厅2卫,all,鼓楼
宁海路 3室1厅 5500元,5500,鼓楼宁海路,-87㎡南 北3室1厅1卫,all,鼓楼
世茂外滩新城 3室2厅 5500元,5500,鼓楼热河南路,-139㎡南3室2厅2卫,all,鼓楼
辰龙广场 3室2厅 5400元,5400,鼓楼凤凰西街,-119㎡南3室2厅2卫,all,鼓楼
校门口小区 2室1厅 2700元,2700,鼓楼三牌楼,-53㎡东南2室1厅1卫,all,鼓楼
西桥花苑 2室2厅 4600元,4600,鼓楼湖南路,-80㎡南2室2厅1卫,all,鼓楼
五台山1-3号 3室2厅 7200元,7200,鼓楼华侨路,-112㎡南 北3室2厅1卫,all,鼓楼
世茂滨江新城 3室1厅 7700元,7700,鼓楼热河南路,-176㎡南 北3室1厅2卫,all,鼓楼
证大大拇指广场 3室2厅 4600元,4600,鼓楼建宁路,-91㎡南 北3室2厅1卫,all,鼓楼
蓝天园 3室2厅 5500元,5500,鼓楼龙江,-79㎡南3室2厅1卫,all,鼓楼
虎踞路77号 12房间0卫 17000元,17000,鼓楼凤凰西街,-295㎡南6室6厅0卫,all,鼓楼
五台花园 3室2厅 8000元,8000,鼓楼华侨路,-130㎡南 北3室2厅2卫,all,鼓楼
苏宁雅瑰园 2室2厅 5600元,5600,鼓楼龙江,-90㎡南2室2厅1卫,all,鼓楼
五条巷小区 3室1厅 4500元,4500,鼓楼湖南路,-65㎡南 北3室1厅1卫,all,鼓楼
望江新寓 2室1厅 3900元,3900,鼓楼凤凰西街,-55㎡南2室1厅1卫,all,鼓楼
二板桥 3室1厅 3000元,3000,鼓楼热河南路,-87㎡南 北3室1厅1卫,all,鼓楼
西康路3号 3室2厅 5000元,5000,鼓楼宁海路,-84㎡南 北3室2厅1卫,all,鼓楼
燕江园小区 3室2厅 3200元,3200,鼓楼金陵小区,-76㎡南 北3室2厅1卫,all,鼓楼
整租 · 龙江地铁 中等两房 交通方便 拎包入住,3000,鼓楼定淮门大街,-77㎡南2室1厅1卫,all,鼓楼
整租 · 湖南路水佐岗商圈 精装修 交通 便利 有电梯,4050,鼓楼湖南路,-65㎡东南1室1厅1卫,all,鼓楼
天福园 3室2厅 6200元,6200,鼓楼湖南路,-130㎡南3室2厅2卫,all,鼓楼
上海路 2室2厅 5500元,5500,鼓楼华侨路,-68㎡南2室2厅1卫,all,鼓楼
港宁园 2室2厅 3180元,3180,鼓楼福建路,-80㎡南2室2厅1卫,all,鼓楼
金湾花园 2室2厅 4400元,4400,鼓楼草场门大街,-90㎡南 北2室2厅1卫,all,鼓楼
热河南路 2室1厅 2600元,2600,鼓楼热河南路,-52㎡南 北2室1厅1卫,all,鼓楼
三牌楼大街 2室1厅 2450元,2450,鼓楼三牌楼,-49㎡南 北2室1厅1卫,all,鼓楼
舸舫西园 2室1厅 3000元,3000,鼓楼定淮门大街,-50㎡南 北2室1厅1卫,all,鼓楼
长阳花园 3室2厅 6500元,6500,鼓楼龙江,-130㎡南 北3室2厅2卫,all,鼓楼
中环国际 1室1厅 3700元,3700,鼓楼湖南路,-66㎡西南1室1厅2卫,all,鼓楼
凤凰西街146号 2室1厅 4200元,4200,鼓楼凤凰西街,-81㎡南2室1厅1卫,all,鼓楼
阅江广场 1室1厅 3900元,3900,鼓楼建宁路,-85㎡南1室1厅1卫,all,鼓楼
场门口小区 3室2厅 5100元,5100,鼓楼龙江,-83㎡南 北3室2厅1卫,all,鼓楼
苏宁雅瑰园 3室2厅 9000元,9000,鼓楼龙江,-135㎡南 北3室2厅2卫,all,鼓楼
商会大厦黄金楼 3室2厅 7000元,7000,鼓楼龙江,-152㎡东南3室2厅2卫,all,鼓楼
安乐村 2室1厅 2400元,2400,鼓楼建宁路,-63㎡南 北2室1厅1卫,all,鼓楼
莫愁花园牡丹里 4室1厅 1500元,1500,鼓楼凤凰西街,-143㎡北4室1厅1卫,all,鼓楼
时代天地广场 3室2厅 4800元,4800,鼓楼凤凰西街,-62㎡南3室2厅2卫,all,鼓楼
皇冠钻石双星 3室2厅 5300元,5300,鼓楼热河南路,-133㎡南3室2厅1卫,all,鼓楼
圣淘沙花城 3室2厅 6800元,6800,鼓楼挹江门,-160㎡南 北3室2厅3卫,all,鼓楼
世茂滨江新城 3室2厅 15000元,15000,鼓楼热河南路,-190㎡东 南3室2厅2卫,all,鼓楼
华严岗1号 3室2厅 4500元,4500,鼓楼挹江门,-140㎡南 北3室2厅1卫,all,鼓楼
中商万豪 2室1厅 4000元 跃层,4000,鼓楼湖南路,-93㎡东南2室1厅1卫,all,鼓楼
恒盛金陵湾 2室2厅 5000元,5000,鼓楼定淮门大街,-104㎡东 南2室2厅1卫,all,鼓楼
清江花苑明月园 2室2厅 4800元,4800,鼓楼定淮门大街,-90㎡南 北2室2厅1卫,all,鼓楼
整租 · 金陵世纪花园 低楼层两房 陪读居家高品质选择,4200,鼓楼凤凰西街,-78㎡南 北2室1厅1卫,all,鼓楼
百市西苑 2室2厅 4500元,4500,鼓楼龙江,-95㎡南 北2室2厅1卫,all,鼓楼
江苏路140 2室1厅 3100元,3100,鼓楼湖南路,-50㎡南2室1厅1卫,all,鼓楼
盛世花园 2室1厅 2500元,2500,鼓楼五塘广场,-52㎡南 北2室1厅1卫,all,鼓楼
五塘新村 2室1厅 2000元,2000,鼓楼五塘广场,-49㎡南 北2室1厅1卫,all,鼓楼
和会街 2室1厅 2400元,2400,鼓楼三牌楼,-59㎡东 南2室1厅1卫,all,鼓楼
清河新寓二村 2室1厅 4500元,4500,鼓楼凤凰西街,-60㎡南2室1厅1卫,all,鼓楼
上海路新村 2室1厅 3500元,3500,鼓楼宁海路,-56㎡南 北2室1厅1卫,all,鼓楼
幕府佳园 2室1厅 2900元,2900,鼓楼金陵小区,-91㎡南 北2室1厅1卫,all,鼓楼
海德卫城 3室2厅 7000元,7000,鼓楼草场门大街,-145㎡南 北3室2厅2卫,all,鼓楼
世茂外滩新城 2室2厅 7000元,7000,鼓楼热河南路,-105㎡南2室2厅1卫,all,鼓楼
盐西街小区 2室1厅 2800元,2800,鼓楼建宁路,-51㎡南 北2室1厅1卫,all,鼓楼
场门口小区14号 2室1厅 3200元,3200,鼓楼龙江,-49㎡南2室1厅1卫,all,鼓楼
宁海路 3室1厅 5000元,5000,鼓楼宁海路,-75㎡南3室1厅1卫,all,鼓楼
整租 · 常规南北户型，南北通透，采光好，通风好,3300,鼓楼定淮门大街,-80㎡南 北2室2厅1卫,all,鼓楼
整租 · 虎踞北路79号 2室1厅 2600元,2600,鼓楼挹江门,-49㎡南 北2室1厅1卫,all,鼓楼
二条巷 2室1厅 4800元,4800,鼓楼湖南路,-75㎡南2室1厅1卫,all,鼓楼
整租 · 龙江 随时可看 居家装修 中海环宇城 南北通透,8000,鼓楼凤凰西街,-100㎡南 北2室2厅1卫,all,鼓楼
整租 · 精装修 随时都能拎包入住 看房提前联系,4200,鼓楼定淮门大街,-81㎡南2室1厅1卫,all,鼓楼
整租 · 东门街 2室1厅,2700,鼓楼小市,-55㎡南 北2室1厅1卫,all,鼓楼
整租 · 龙江里 2室1厅 LOFT,5400,鼓楼龙江,-53㎡南2室1厅1卫,all,鼓楼
整租 · 上元门 双卧朝南 进装修 拎包入住,2200,鼓楼金陵小区,-68㎡南 北2室1厅1卫,all,鼓楼
整租 · 深业滨江半岛 1室1厅,3500,鼓楼建宁路,-55㎡北1室1厅1卫,all,鼓楼
热河南路 2室2厅 3200元,3200,鼓楼热河南路,-88㎡南 北2室2厅1卫,all,鼓楼
整租 · 深业滨江半岛 1室1厅,3750,鼓楼建宁路,-60㎡北1室1厅1卫,all,鼓楼
天津新村 3室0厅 3700元,3700,鼓楼水佐岗,-55㎡南3室0厅1卫,all,鼓楼
新河二村 2室1厅 2400元,2400,鼓楼定淮门大街,-48㎡南 北2室1厅1卫,all,鼓楼
迎江园 1室1厅 2400元,2400,鼓楼定淮门大街,-37㎡南1室1厅1卫,all,鼓楼
整租 · 深业滨江半岛 1室1厅,3800,鼓楼建宁路,-61㎡南1室1厅1卫,all,鼓楼
五塘新村1号 2室1厅 2400元,2400,鼓楼五塘广场,-60㎡南 北2室1厅1卫,all,鼓楼
整租 · 深业滨江半岛 1室1厅,3600,鼓楼建宁路,-56㎡南1室1厅1卫,all,鼓楼
辰龙雅苑 1室1厅 3000元,3000,鼓楼草场门大街,-42㎡东1室1厅1卫,all,鼓楼
水关桥 南堡新寓 居家装修 家具家电齐全 交通方便,2000,鼓楼建宁路,-70㎡南 北2室1厅1卫,all,鼓楼
月光广场 2室2厅 5000元,5000,鼓楼龙江,-99㎡南2室2厅1卫,all,鼓楼
燕归园 2室1厅 2500元,2500,鼓楼金陵小区,-60㎡南 北2室1厅1卫,all,鼓楼
整租 · 阳光金峰阁 1室0厅,2180,鼓楼龙江,-37㎡西南1室0厅1卫,all,鼓楼
傅厚岗 1室1厅 3000元,3000,鼓楼湖南路,-38㎡东1室1厅1卫,all,鼓楼
北秀村 3室1厅 4800元,4800,鼓楼宁海路,-85㎡南 北3室1厅1卫,all,鼓楼
豆菜桥小区 2室2厅 4500元,4500,鼓楼华侨路,-61㎡南 北2室2厅1卫,all,鼓楼
整租 · 安怀村450号公寓区 2室1厅 错层,2300,鼓楼五塘广场,-70㎡南2室1厅1卫,all,鼓楼
整租 · 河道路 2室1厅,2700,鼓楼小市,-60㎡南2室1厅1卫,all,鼓楼
白云新寓 2室1厅 2400元,2400,鼓楼五塘广场,-56㎡西 北2室1厅1卫,all,鼓楼
中海凤凰熙岸玺荟 1室1厅 5500元,5500,鼓楼凤凰西街,-57㎡南1室1厅1卫,all,鼓楼
工人新村 2室1厅 3500元,3500,鼓楼许府巷,-53㎡南 北2室1厅1卫,all,鼓楼
虎踞关60号 2室1厅 3700元,3700,鼓楼宁海路,-61㎡南 北2室1厅1卫,all,鼓楼
和会街 3室1厅 4000元,4000,鼓楼三牌楼,-93㎡南3室1厅1卫,all,鼓楼
凤凰和鸣 4室2厅 8000元,8000,鼓楼许府巷,-131㎡南 北4室2厅1卫,all,鼓楼
银城花园北片 2室1厅 3300元,3300,鼓楼龙江,-64㎡南 北2室1厅1卫,all,鼓楼
中海凤凰熙岸玺荟 1室1厅 5200元,5200,鼓楼凤凰西街,-57㎡南 北1室1厅1卫,all,鼓楼
马台街 3室1厅 4300元,4300,鼓楼湖南路,-69㎡南 北3室1厅1卫,all,鼓楼
裕华名居 2室2厅 4500元,4500,鼓楼凤凰西街,-96㎡南 北2室2厅1卫,all,鼓楼
证大大拇指广场 1室1厅 3300元,3300,鼓楼建宁路,-37㎡西1室1厅1卫,all,鼓楼
青石村 2室1厅 3200元,3200,鼓楼许府巷,-44㎡南 北2室1厅1卫,all,鼓楼
西康新村 3室1厅 3800元,3800,鼓楼水佐岗,-54㎡南 北3室1厅1卫,all,鼓楼
百合华府 3室2厅 5200元,5200,鼓楼热河南路,-138㎡南 北3室2厅2卫,all,鼓楼
湖南路 1室1厅 3500元,3500,鼓楼湖南路,-39㎡南1室1厅1卫,all,鼓楼
中山北路 2室2厅 3850元,3850,鼓楼三牌楼,-82㎡东南2室2厅1卫,all,鼓楼
厚载巷 2室1厅 3500元,3500,鼓楼湖南路,-60㎡南 北2室1厅1卫,all,鼓楼
姜圩路小区 2室1厅 3000元,3000,鼓楼热河南路,-60㎡东 西2室1厅1卫,all,鼓楼
金陵小区 精装三房 带电梯小区配套设施齐全  领包入住,3900,鼓楼金陵小区,-131㎡南 北3室2厅2卫,all,鼓楼
