house,money,location,house_info,house_type,part
中交锦兰荟 3室1厅 2300元,2300,浦口浦口其它,-88㎡南3室1厅1卫,all,浦口
明发新城中心 2房间1卫 2100元,2100,浦口江浦街道,-35㎡北1室1厅1卫,all,浦口
弘阳旭日上城三区 3室1厅 1700元,1700,浦口桥北,-141㎡南3室1厅2卫,all,浦口
大华锦绣华城香鸢美颂 2室2厅 2000元,2000,浦口桥北,-80㎡南2室2厅1卫,all,浦口
东方万汇尊邸 5房间2卫 4800元,4800,浦口江浦街道,-132㎡南3室2厅2卫,all,浦口
紫晶唐 2室2厅 4000元,4000,浦口江浦街道,-180㎡南 北2室2厅1卫,all,浦口
海润枫景家园 3室1厅 1800元,1800,浦口泰山街道,-100㎡南 北3室1厅1卫,all,浦口
紫晶唐 2室2厅 4000元,4000,浦口江浦街道,-180㎡南 北2室2厅1卫,all,浦口
正荣润锦城 3室2厅 2800元,2800,浦口江浦街道,-89㎡南3室2厅1卫,all,浦口
金城丽景南区 5室2厅 3400元,3400,浦口桥北,-165㎡南 北5室2厅2卫,all,浦口
明发香山郡 3室1厅 2000元,2000,浦口江浦街道,-88㎡南3室1厅1卫,all,浦口
华侨城 3室1厅 2500元,2500,浦口桥北,-113㎡南 北3室1厅1卫,all,浦口
威尼斯水城第八街区 2室2厅 2300元,2300,浦口桥北,-84㎡南2室2厅1卫,all,浦口
金城丽景北区 4室2厅 3500元,3500,浦口桥北,-138㎡南 北4室2厅1卫,all,浦口
旭日爱上城第三区 4室2厅 3500元,3500,浦口桥北,-116㎡南 北4室2厅1卫,all,浦口
天润城第三街区 3室2厅 2700元,2700,浦口桥北,-127㎡东 南3室2厅1卫,all,浦口
正荣润锦城 4室2厅 3600元,3600,浦口江浦街道,-120㎡南 北4室2厅2卫,all,浦口
华润国际社区 3室2厅 2000元,2000,浦口顶山街道,-90㎡南 北3室2厅1卫,all,浦口
大华锦绣华城柳州苑 3室2厅 2300元,2300,浦口桥北,-98㎡南 北3室2厅1卫,all,浦口
东方万汇尊邸 4房间1卫 2500元,2500,浦口江浦街道,-69㎡南 北2室2厅1卫,all,浦口
亚东滨江和园 1室1厅 1600元,1600,浦口江浦街道,-55㎡南1室1厅1卫,all,浦口
威尼斯水城第一街区 3室2厅 3000元,3000,浦口桥北,-94㎡南 北3室2厅1卫,all,浦口
浦珠花园 2室2厅 2500元,2500,浦口江浦街道,-90㎡南 北2室2厅1卫,all,浦口
天润城第十二街区 2室2厅 2500元,2500,浦口桥北,-68㎡南2室2厅1卫,all,浦口
江岸水城 2室2厅 2000元,2000,浦口桥北,-87㎡南 北2室2厅1卫,all,浦口
旭日华庭 3室2厅 2000元,2000,浦口桥北,-133㎡南 北3室2厅2卫,all,浦口
明发滨江新城三期 3室2厅 3000元,3000,浦口桥北,-120㎡南 北3室2厅1卫,all,浦口
威尼斯水城第十二街区 3室2厅 2000元,2000,浦口桥北,-107㎡南 北3室2厅1卫,all,浦口
明发新城中心 4房间1卫 3200元,3200,浦口江浦街道,-75㎡南 西3室1厅1卫,all,浦口
珍珠雅苑 3室1厅 2000元,2000,浦口顶山街道,-100㎡南3室1厅1卫,all,浦口
旭日爱上城第四区南区 2室1厅 2400元,2400,浦口桥北,-82㎡南2室1厅1卫,all,浦口
弘阳旭日上城二区 3室2厅 3000元,3000,浦口桥北,-136㎡南3室2厅2卫,all,浦口
天润城第六街区 2室1厅 2100元,2100,浦口桥北,-93㎡南2室1厅1卫,all,浦口
万科金色半山 3室2厅 1500元,1500,浦口浦口其它,-118㎡南 北3室2厅2卫,all,浦口
万科金色半山 3室2厅 2000元,2000,浦口浦口其它,-90㎡南3室2厅1卫,all,浦口
明发滨江新城一期 3室2厅 2600元,2600,浦口桥北,-118㎡西南3室2厅2卫,all,浦口
旭日爱上城一区 3室2厅 2100元,2100,浦口桥北,-108㎡南 北3室2厅1卫,all,浦口
旭日爱上城第五区 3室2厅 2000元,2000,浦口桥北,-136㎡南 北3室2厅2卫,all,浦口
中海万锦熙岸一期 3室1厅 2500元,2500,浦口江浦街道,-139㎡南 北3室1厅2卫,all,浦口
整租 · 山水云房花园 3室2厅 2000元,2000,浦口桥北,-140㎡南 北3室2厅2卫,all,浦口
威尼斯水城第十一街区 5室2厅 4100元,4100,浦口桥北,-180㎡东南5室2厅2卫,all,浦口
金地格林格林 3室1厅 2200元,2200,浦口浦口其它,-90㎡南3室1厅1卫,all,浦口
钱塘望景花园 3室2厅 2600元,2600,浦口江浦街道,-92㎡南 北3室2厅1卫,all,浦口
旭日爱上城第三区 3室1厅 2300元,2300,浦口桥北,-93㎡南 北3室1厅1卫,all,浦口
整租 · 康华新村 2室1厅,2500,浦口江浦街道,-68㎡南2室1厅1卫,all,浦口
威尼斯水城第八街区 2室1厅 2200元,2200,浦口桥北,-86㎡南2室1厅1卫,all,浦口
融侨观邸二期 3室1厅 3400元,3400,浦口江浦街道,-106㎡南3室1厅1卫,all,浦口
威尼斯水城第十二街区 3室1厅 2500元,2500,浦口桥北,-110㎡南3室1厅1卫,all,浦口
融创臻园 3室2厅 3000元,3000,浦口江浦街道,-99㎡南 北3室2厅2卫,all,浦口
旭日华庭 3室2厅 2500元,2500,浦口桥北,-132㎡南 北3室2厅2卫,all,浦口
旭日爱上城第六区 3房间1卫 2500元 跃层,2500,浦口桥北,-59㎡南 北2室1厅1卫,all,浦口
威尼斯水城第三街区 2室2厅 2200元,2200,浦口桥北,-117㎡南 北2室2厅1卫,all,浦口
旭日爱上城第四区北区 2室1厅 2500元,2500,浦口桥北,-78㎡南2室1厅1卫,all,浦口
钱塘望景花园 2室2厅 2500元,2500,浦口江浦街道,-93㎡南 北2室2厅1卫,all,浦口
弘阳旭日上城三区 2室2厅 2500元,2500,浦口桥北,-88㎡南2室2厅1卫,all,浦口
东方万汇尊邸 3房间1卫 1700元,1700,浦口江浦街道,-31㎡南2室1厅1卫,all,浦口
威尼斯水城第十六街区 2室2厅 2000元,2000,浦口桥北,-86㎡南 北2室2厅1卫,all,浦口
天润城第十四街区 2室2厅 2400元,2400,浦口桥北,-70㎡南2室2厅1卫,all,浦口
威尼斯水城第十二街区 3室2厅 2500元,2500,浦口桥北,-123㎡南3室2厅2卫,all,浦口
旭日华庭金棕榈7至12幢 3室2厅 2700元,2700,浦口桥北,-123㎡南 北3室2厅1卫,all,浦口
融创臻园 3室2厅 2800元,2800,浦口江浦街道,-88㎡南 北3室2厅2卫,all,浦口
弘阳旭日上城三区 2室1厅 2400元,2400,浦口桥北,-61㎡南2室1厅1卫,all,浦口
大华锦绣华城榴美颂 5室1厅 2800元,2800,浦口桥北,-139㎡南5室1厅2卫,all,浦口
世茂荣里 3室2厅 2100元,2100,浦口顶山街道,-89㎡南 北3室2厅2卫,all,浦口
天润城第十街区 3室2厅 3000元,3000,浦口桥北,-124㎡南 北3室2厅1卫,all,浦口
整租 · 天润城第十六街区北区 2室1厅 1500元,1500,浦口桥北,-87㎡南 北2室1厅1卫,all,浦口
整租 · 通宇林景雅园 3室2厅 3000元,3000,浦口江浦街道,-129㎡南3室2厅2卫,all,浦口
整租 · 江岸水城 3室2厅 2500元,2500,浦口桥北,-150㎡南 北3室2厅2卫,all,浦口
威尼斯水城第十六街区 1室1厅 950元,950,浦口桥北,-113㎡南1室1厅1卫,all,浦口
华侨城 1室1厅 1600元,1600,浦口桥北,-53㎡南1室1厅1卫,all,浦口
澳林居家精装单身套，户型通透，卧室厨房有门隔开,1600,浦口桥北,-55㎡南1室1厅1卫,all,浦口
弘阳时光里一区 3室2厅 2600元,2600,浦口高新区,-75㎡南3室2厅1卫,all,浦口
整租 · 此房居家装修，一南一北，独立餐厅，视野开阔,3200,浦口桥北,-108㎡南 北3室2厅1卫,all,浦口
整租 · 此房居家装修，一南一北，独立餐厅，视野开阔,4000,浦口桥北,-57㎡南 北2室2厅1卫,all,浦口
整租 · 简装两房 装修比较老式 基本生活家电家具齐全,1500,浦口江浦街道,-70㎡南2室1厅1卫,all,浦口
整租 · 隧道口 世茂荣里 居家三房 看房方便 拎包入住,2300,浦口顶山街道,-89㎡南3室2厅2卫,all,浦口
整租 · 精装修三房，家具家电齐全，拎包入住 看房方便,2700,浦口桥北,-134㎡南 北3室2厅2卫,all,浦口
天润城第三街区 2室2厅 2300元,2300,浦口桥北,-90㎡南 北2室2厅1卫,all,浦口
东方万汇尊邸 3房间1卫 2500元,2500,浦口江浦街道,-70㎡南2室1厅1卫,all,浦口
威尼斯水城第十二街区 2室2厅 2600元,2600,浦口桥北,-88㎡南 北2室2厅1卫,all,浦口
天润城第七街区 2室2厅 2500元,2500,浦口桥北,-96㎡南 北2室2厅1卫,all,浦口
威尼斯水城第十五街区 3室1厅 3500元,3500,浦口桥北,-111㎡南3室1厅1卫,all,浦口
西水湾家园23至69幢 2室1厅 2000元,2000,浦口江浦街道,-75㎡南2室1厅1卫,all,浦口
江岸水城 2室2厅 2100元,2100,浦口桥北,-79㎡南2室2厅1卫,all,浦口
大华锦绣华城榴美颂 2室1厅 1600元,1600,浦口桥北,-94㎡南 北2室1厅1卫,all,浦口
整租 · 明发城市广场 3室2厅 3200元,3200,浦口顶山街道,-114㎡东南3室2厅2卫,all,浦口
整租 · 世茂荣里 3室1厅 2400元,2400,浦口顶山街道,-89㎡南3室1厅1卫,all,浦口
整租 · 天和苑东区 4室2厅 2700元,2700,浦口桥北,-137㎡南 北4室2厅2卫,all,浦口
滨江馨园 2室1厅 1900元,1900,浦口江浦街道,-75㎡南 北2室1厅1卫,all,浦口
幸福美地花园 2室1厅 2500元,2500,浦口桥北,-83㎡南2室1厅1卫,all,浦口
国信阅景龙华 3室2厅 2800元,2800,浦口江浦街道,-97㎡南 北3室2厅1卫,all,浦口
大华锦绣华城桂美颂 4室2厅 3000元,3000,浦口桥北,-130㎡南4室2厅2卫,all,浦口
人和苑 2室1厅 2100元,2100,浦口桥北,-71㎡南 北2室1厅1卫,all,浦口
天润城第十二街区 3室1厅 2400元,2400,浦口桥北,-90㎡南3室1厅1卫,all,浦口
威尼斯水城第三街区 4室1厅 3300元,3300,浦口桥北,-120㎡西南4室1厅1卫,all,浦口
天润城第六街区 3室2厅 900元,900,浦口桥北,-15㎡南 北3室2厅2卫,all,浦口
明发滨江新城三期 4室2厅 2700元,2700,浦口桥北,-137㎡南 北4室2厅2卫,all,浦口
东方熙龙山院 3室2厅 3000元,3000,浦口江浦街道,-180㎡南3室2厅2卫,all,浦口
明发新城中心 5房间1卫 3000元,3000,浦口江浦街道,-75㎡南 北3室2厅1卫,all,浦口
整租 · 明发滨江新城二期 2室2厅 2300元,2300,浦口桥北,-93㎡南2室2厅1卫,all,浦口
公教村 3室2厅 2200元,2200,浦口江浦街道,-104㎡南 北3室2厅1卫,all,浦口
弘阳时光里一区 3室2厅 2500元,2500,浦口高新区,-92㎡南 北3室2厅2卫,all,浦口
天凤国际大厦 4房间1卫 6000元,6000,浦口江浦街道,-160㎡南3室1厅1卫,all,浦口
威尼斯水城第二街区 3室2厅 3500元,3500,浦口桥北,-140㎡南3室2厅2卫,all,浦口
明发滨江新城二期 3室2厅 2700元,2700,浦口桥北,-120㎡南 北3室2厅2卫,all,浦口
金盛田阳光青城 2室2厅 2800元,2800,浦口江浦街道,-95㎡南 北2室2厅1卫,all,浦口
明发滨江新城二期 3室2厅 3000元,3000,浦口桥北,-120㎡南 北3室2厅2卫,all,浦口
绿地新里悦峰公馆 4室2厅 2700元,2700,浦口高新区,-140㎡南 北4室2厅2卫,all,浦口
金盛田阳光青城 2室2厅 2800元,2800,浦口江浦街道,-86㎡南 北2室2厅1卫,all,浦口
威尼斯水城第十四街区 2室2厅 2700元,2700,浦口桥北,-84㎡南 北2室2厅1卫,all,浦口
明发滨江新城一期 4室2厅 4000元,4000,浦口桥北,-162㎡南4室2厅2卫,all,浦口
弘阳旭日上城一区 3室1厅 3500元,3500,浦口桥北,-127㎡南 北3室1厅1卫,all,浦口
紫晶龙华广场 3房间1卫 3200元,3200,浦口江浦街道,-90㎡南2室1厅1卫,all,浦口
华侨城 3室2厅 2700元,2700,浦口桥北,-115㎡南3室2厅1卫,all,浦口
中海万锦熙岸一期 3室2厅 3300元,3300,浦口江浦街道,-128㎡南3室2厅2卫,all,浦口
新城香溢紫郡 3室2厅 3000元,3000,浦口高新区,-100㎡南 北3室2厅1卫,all,浦口
宜馨苑 3室2厅 2800元,2800,浦口桥北,-108㎡南3室2厅1卫,all,浦口
旭日爱上城一区 3室2厅 3000元,3000,浦口桥北,-101㎡南 北3室2厅1卫,all,浦口
雅居乐滨江国际二期 4室2厅 3200元,3200,浦口江浦街道,-138㎡南4室2厅2卫,all,浦口
弘阳旭日上城一区 3室2厅 2100元,2100,浦口桥北,-114㎡南 北3室2厅1卫,all,浦口
天润城第七街区 3室2厅 2800元,2800,浦口桥北,-132㎡南3室2厅2卫,all,浦口
旭日爱上城第四区北区 2室1厅 2500元,2500,浦口桥北,-83㎡南2室1厅1卫,all,浦口
威尼斯水城第十一街区 4室2厅 3300元,3300,浦口桥北,-118㎡南 北4室2厅1卫,all,浦口
明发新城中心 3房间2卫 2600元,2600,浦口江浦街道,-50㎡南2室1厅2卫,all,浦口
威尼斯水城第六街区 3室2厅 3800元,3800,浦口桥北,-135㎡南 北3室2厅2卫,all,浦口
大华锦绣华城香鸢美颂 2室1厅 2200元,2200,浦口桥北,-80㎡南 北2室1厅1卫,all,浦口
中海万锦熙岸一期 3室2厅 2900元,2900,浦口江浦街道,-107㎡南3室2厅1卫,all,浦口
鼎泰家园 2室1厅 2200元,2200,浦口桥北,-83㎡南 北2室1厅1卫,all,浦口
万润嘉园 3室1厅 2500元,2500,浦口桥北,-116㎡南 北3室1厅1卫,all,浦口
天华绿谷庄园 2室1厅 2100元,2100,浦口泰山街道,-88㎡南 北2室1厅1卫,all,浦口
东方万汇尊邸 3房间1卫 2700元,2700,浦口江浦街道,-72㎡南 北2室1厅1卫,all,浦口
明发滨江新城二期 3室2厅 2800元,2800,浦口桥北,-138㎡南 北3室2厅2卫,all,浦口
新城花漾紫郡 3室2厅 2200元,2200,浦口高新区,-79㎡南 北3室2厅1卫,all,浦口
北江锦城 3室2厅 2700元,2700,浦口浦口其它,-131㎡南3室2厅2卫,all,浦口
国信阅景龙华 2室1厅 2600元,2600,浦口江浦街道,-101㎡南 北2室1厅1卫,all,浦口
正荣润江城 3室2厅 3300元,3300,浦口江浦街道,-107㎡西南3室2厅2卫,all,浦口
东方万汇尊邸 3房间1卫 2450元,2450,浦口江浦街道,-70㎡南2室1厅1卫,all,浦口
世茂荣里 3室1厅 2600元,2600,浦口顶山街道,-89㎡南3室1厅2卫,all,浦口
通宇林景雅园 3室2厅 3200元,3200,浦口江浦街道,-133㎡南3室2厅2卫,all,浦口
阳光帝景 3室2厅 3000元,3000,浦口顶山街道,-130㎡南 北3室2厅2卫,all,浦口
明发新城中心 3房间1卫 2300元,2300,浦口江浦街道,-66㎡南 北2室1厅1卫,all,浦口
国信阅景龙华 5室2厅 3060元,3060,浦口江浦街道,-126㎡南 北5室2厅3卫,all,浦口
雅居乐滨江国际二期 4室2厅 4300元,4300,浦口江浦街道,-138㎡南4室2厅2卫,all,浦口
金城丽景南区 2室2厅 2500元,2500,浦口桥北,-100㎡南2室2厅1卫,all,浦口
大华锦绣华城柳州苑 2室1厅 2200元,2200,浦口桥北,-69㎡南2室1厅1卫,all,浦口
明发滨江新城三期 3室2厅 3500元,3500,浦口桥北,-126㎡南3室2厅2卫,all,浦口
威尼斯水城第十二街区 2室1厅 2900元,2900,浦口桥北,-88㎡南 北2室1厅1卫,all,浦口
明发城市广场 3室2厅 2000元,2000,浦口顶山街道,-127㎡南 北3室2厅2卫,all,浦口
弘阳旭日上城一区 3室1厅 2100元,2100,浦口桥北,-114㎡南 北3室1厅1卫,all,浦口
中海万锦熙岸一期 3室2厅 4200元,4200,浦口江浦街道,-121㎡南3室2厅2卫,all,浦口
融创臻园 3室2厅 3000元,3000,浦口江浦街道,-99㎡南 北3室2厅2卫,all,浦口
威尼斯水城第八街区 3室2厅 2800元,2800,浦口桥北,-110㎡南 北3室2厅1卫,all,浦口
融创臻园 4室2厅 3300元,3300,浦口江浦街道,-99㎡南 北4室2厅2卫,all,浦口
融侨观邸二期 3室2厅 2600元,2600,浦口江浦街道,-133㎡南3室2厅2卫,all,浦口
明发滨江新城三期 4室2厅 1800元,1800,浦口桥北,-144㎡南4室2厅1卫,all,浦口
华府国际 3室2厅 3000元,3000,浦口浦口其它,-103㎡南 北3室2厅2卫,all,浦口
雅居乐滨江国际二期 4室2厅 4200元,4200,浦口江浦街道,-138㎡南4室2厅2卫,all,浦口
天润城第三街区 3室2厅 2800元,2800,浦口桥北,-119㎡南 北3室2厅1卫,all,浦口
天润城第五街区 2室2厅 1800元,1800,浦口桥北,-88㎡南 北2室2厅1卫,all,浦口
弘阳旭日上城三区 3室2厅 3400元,3400,浦口桥北,-132㎡东南3室2厅1卫,all,浦口
威尼斯水城第十五街区 2室2厅 2600元,2600,浦口桥北,-97㎡南 北2室2厅1卫,all,浦口
威尼斯水城第三街区 2室1厅 2200元,2200,浦口桥北,-96㎡南 北2室1厅1卫,all,浦口
山水云房花园 3室2厅 1800元,1800,浦口桥北,-112㎡南 北3室2厅2卫,all,浦口
明发滨江新城二期 3室2厅 3600元,3600,浦口桥北,-120㎡南 北3室2厅2卫,all,浦口
融创臻园 3室2厅 2600元,2600,浦口江浦街道,-88㎡南3室2厅2卫,all,浦口
正荣润锦城 4室2厅 3200元,3200,浦口江浦街道,-125㎡南 北4室2厅1卫,all,浦口
威尼斯水城第十街区 2室2厅 2900元,2900,浦口桥北,-93㎡南 北2室2厅1卫,all,浦口
融创臻园 3室2厅 2800元,2800,浦口江浦街道,-88㎡南3室2厅2卫,all,浦口
融创臻园 3室2厅 2700元,2700,浦口江浦街道,-88㎡南 北3室2厅2卫,all,浦口
融侨观邸一期 3室2厅 2600元,2600,浦口江浦街道,-127㎡南 北3室2厅2卫,all,浦口
旭日爱上城第五区 2室2厅 2600元,2600,浦口桥北,-92㎡南2室2厅1卫,all,浦口
融创臻园 3室2厅 2600元,2600,浦口江浦街道,-100㎡南 北3室2厅1卫,all,浦口
融创臻园 3室2厅 3000元,3000,浦口江浦街道,-88㎡南 北3室2厅2卫,all,浦口
天润城第十六街区北区 3室1厅 3200元,3200,浦口桥北,-99㎡南3室1厅1卫,all,浦口
天润城第一街区 2室1厅 2600元,2600,浦口桥北,-95㎡南2室1厅1卫,all,浦口
整租 · 明发云庭 3室2厅 2600元,2600,浦口江浦街道,-118㎡南 北3室2厅2卫,all,浦口
整租 · 明发新城中心 3房间1卫 3500元,3500,浦口江浦街道,-70㎡南2室1厅1卫,all,浦口
整租 · 鼎泰家园 3室1厅 2000元,2000,浦口桥北,-121㎡南3室1厅1卫,all,浦口
明发滨江新城一期 2室1厅 2450元,2450,浦口桥北,-84㎡南2室1厅1卫,all,浦口
整租 · 大华锦绣华城阅江山 2室1厅 2200元,2200,浦口桥北,-88㎡南 北2室1厅1卫,all,浦口
整租 · 海润枫景家园 3室2厅 1800元,1800,浦口泰山街道,-102㎡南 北3室2厅1卫,all,浦口
整租 · 世茂荣里 3室2厅 2300元,2300,浦口顶山街道,-89㎡南3室2厅1卫,all,浦口
明发城市广场 3室1厅 2800元,2800,浦口顶山街道,-105㎡南 北3室1厅1卫,all,浦口
威尼斯水城第十八街区 2室1厅 2200元,2200,浦口桥北,-85㎡南 北2室1厅1卫,all,浦口
威尼斯水城第五街区 2室2厅 2500元,2500,浦口桥北,-80㎡南2室2厅1卫,all,浦口
明发滨江新城一期 2室2厅 2300元,2300,浦口桥北,-90㎡南 北2室2厅1卫,all,浦口
天润城第十六街区北区 2室2厅 2500元,2500,浦口桥北,-87㎡南 北2室2厅1卫,all,浦口
明发新城中心 5房间1卫 3000元,3000,浦口江浦街道,-80㎡南 北3室2厅1卫,all,浦口
天润城第一街区 2室2厅 2400元,2400,浦口桥北,-91㎡南 北2室2厅1卫,all,浦口
明发滨江新城二期 2室2厅 2600元,2600,浦口桥北,-91㎡南2室2厅1卫,all,浦口
威尼斯水城第三街区 3室2厅 2500元,2500,浦口桥北,-125㎡南3室2厅1卫,all,浦口
大华锦绣华城香鸢美颂 2室2厅 1800元,1800,浦口桥北,-60㎡南 北2室2厅1卫,all,浦口
北江锦城 2室1厅 2400元,2400,浦口浦口其它,-69㎡南 北2室1厅1卫,all,浦口
威尼斯水城第十六街区 3室2厅 2350元,2350,浦口桥北,-113㎡南 北3室2厅1卫,all,浦口
新理想佳园 3室2厅 3000元,3000,浦口江浦街道,-98㎡南 北3室2厅1卫,all,浦口
正荣润锦城 2室1厅 2500元,2500,浦口江浦街道,-88㎡南 北2室1厅1卫,all,浦口
金城丽景北区 3室1厅 2100元,2100,浦口桥北,-88㎡南 北3室1厅1卫,all,浦口
旭日爱上城第六区 3室1厅 3000元,3000,浦口桥北,-131㎡南3室1厅2卫,all,浦口
明发滨江新城二期 2室2厅 2600元,2600,浦口桥北,-96㎡南2室2厅1卫,all,浦口
盘龙山庄 3室1厅 1800元,1800,浦口浦口其它,-100㎡南3室1厅1卫,all,浦口
整租 · 威尼斯水城第十八街区 3室1厅,2450,浦口桥北,-113㎡南 北3室1厅1卫,all,浦口
威尼斯水城第十八街区 2室1厅 2300元,2300,浦口桥北,-87㎡南 北2室1厅1卫,all,浦口
威尼斯水城第六街区 3室1厅 2200元,2200,浦口桥北,-85㎡南 北3室1厅1卫,all,浦口
天润城第二街区 2室2厅 1800元,1800,浦口桥北,-90㎡南 北2室2厅1卫,all,浦口
天华硅谷 3室2厅 3000元,3000,浦口泰山街道,-116㎡南 北3室2厅1卫,all,浦口
威尼斯水城第十六街区 2室2厅 1600元,1600,浦口桥北,-90㎡南 北2室2厅1卫,all,浦口
威尼斯水城第十八街区 2室2厅 2200元,2200,浦口桥北,-86㎡南 北2室2厅1卫,all,浦口
大华锦绣华城香鸢美颂 2室2厅 2000元,2000,浦口桥北,-79㎡南 北2室2厅1卫,all,浦口
大华锦绣华城香鸢美颂 2室2厅 2000元,2000,浦口桥北,-79㎡南 北2室2厅1卫,all,浦口
金盛田阳光青城 2室2厅 2800元,2800,浦口江浦街道,-70㎡南 北2室2厅1卫,all,浦口
江佑铂庭 2室2厅 2800元,2800,浦口江浦街道,-84㎡南2室2厅1卫,all,浦口
威尼斯水城第十五街区 3室1厅 2400元,2400,浦口桥北,-98㎡南 北3室1厅1卫,all,浦口
明发新城中心 3房间1卫 2400元,2400,浦口江浦街道,-57㎡南 北2室1厅1卫,all,浦口
新城花漾紫郡 2室2厅 2150元,2150,浦口高新区,-73㎡南2室2厅1卫,all,浦口
天润城第四街区 2室1厅 2600元,2600,浦口桥北,-82㎡南 北2室1厅1卫,all,浦口
整租 · 居家精装两房，户型通透，采光好！！,2300,浦口桥北,-87㎡南 北2室2厅1卫,all,浦口
整租 · 居家三房 户型方正 配套完善 拎包入住 看房方便,2200,浦口桥北,-113㎡南3室2厅1卫,all,浦口
整租 · 大华锦绣华城柳州苑 3室2厅 2200元,2200,浦口桥北,-94㎡南 北3室2厅1卫,all,浦口
整租 · 华润国际社区 3室2厅 3500元,3500,浦口顶山街道,-90㎡南3室2厅1卫,all,浦口
整租 · 华府国际 3室2厅 1800元,1800,浦口浦口其它,-117㎡南 北3室2厅2卫,all,浦口
威尼斯水城第二街区 3室2厅 3000元,3000,浦口桥北,-157㎡南 北3室2厅1卫,all,浦口
整租 · 办公装修，办公可以直接用，也可家居。,2000,浦口顶山街道,-64㎡南 北2室1厅1卫,all,浦口
整租 · 明发城市广场 2室2厅 2300元,2300,浦口顶山街道,-84㎡南 北2室2厅1卫,all,浦口
整租 · 万科璞悦山 3室1厅 2000元,2000,浦口浦口其它,-85㎡南3室1厅1卫,all,浦口
整租 · 明发城市广场 3室2厅 3200元,3200,浦口顶山街道,-114㎡南 西南3室2厅2卫,all,浦口
天润城第十二街区 3室2厅 2400元,2400,浦口桥北,-89㎡南3室2厅1卫,all,浦口
弘阳旭日上城三区 3室1厅 2500元,2500,浦口桥北,-108㎡南 北3室1厅1卫,all,浦口
天润城第十六街区北区 3室1厅 2500元,2500,浦口桥北,-113㎡南3室1厅1卫,all,浦口
大华锦绣华城桂美颂 2室2厅 2000元,2000,浦口桥北,-95㎡南 北2室2厅1卫,all,浦口
明发滨江新城二期 2室2厅 2500元,2500,浦口桥北,-87㎡南 北2室2厅1卫,all,浦口
招商兰溪谷 3室2厅 2100元,2100,浦口高新区,-89㎡南3室2厅1卫,all,浦口
海润枫景家园 2室2厅 1800元,1800,浦口泰山街道,-87㎡南2室2厅1卫,all,浦口
东方万汇尊邸 2房间1卫 2100元,2100,浦口江浦街道,-46㎡南1室1厅1卫,all,浦口
万润嘉园 2室1厅 2100元,2100,浦口桥北,-93㎡南 北2室1厅1卫,all,浦口
整租 · 华润国际社区 3室1厅 2300元,2300,浦口顶山街道,-89㎡南 北3室1厅1卫,all,浦口
整租 · 明发城市广场 3室2厅 2100元,2100,浦口顶山街道,-95㎡南 北3室2厅1卫,all,浦口
整租 · 明发城市广场 3室1厅 2500元,2500,浦口顶山街道,-95㎡南 北3室1厅1卫,all,浦口
江畔明珠广场 3室2厅 2300元,2300,浦口桥北,-115㎡南3室2厅1卫,all,浦口
国信阅景龙华 3室2厅 2900元,2900,浦口江浦街道,-117㎡南3室2厅1卫,all,浦口
大华锦绣华城桂美颂 3室2厅 2800元,2800,浦口桥北,-120㎡南 北3室2厅1卫,all,浦口
金珠花苑 2室2厅 2400元,2400,浦口江浦街道,-90㎡南2室2厅1卫,all,浦口
大华锦绣华城榴美颂 3室2厅 2700元,2700,浦口桥北,-132㎡南3室2厅2卫,all,浦口
金地格林格林 3室2厅 3000元,3000,浦口浦口其它,-86㎡南3室2厅1卫,all,浦口
旭日家园 3室2厅 2600元,2600,浦口桥北,-94㎡南 北3室2厅1卫,all,浦口
正荣润江城 3室2厅 4000元,4000,浦口江浦街道,-86㎡南3室2厅1卫,all,浦口
盛景华庭北苑 3室2厅 2600元,2600,浦口江浦街道,-120㎡南 北3室2厅2卫,all,浦口
明发滨江新城二期 3室2厅 3200元,3200,浦口桥北,-131㎡南3室2厅2卫,all,浦口
融创臻园 3室2厅 3200元,3200,浦口江浦街道,-100㎡南 西北3室2厅2卫,all,浦口
东方万汇尊邸 4房间1卫 2800元,2800,浦口江浦街道,-82㎡南 北3室1厅1卫,all,浦口
保利西江月 3室1厅 2600元,2600,浦口江浦街道,-89㎡南3室1厅1卫,all,浦口
威尼斯水城第十街区 2室1厅 1900元,1900,浦口桥北,-88㎡南2室1厅1卫,all,浦口
金盛田阳光青城 2室2厅 2800元,2800,浦口江浦街道,-84㎡南 北2室2厅1卫,all,浦口
融创臻园 3室2厅 2600元,2600,浦口江浦街道,-87㎡南3室2厅2卫,all,浦口
明发新城中心 3房间1卫 2850元,2850,浦口江浦街道,-108㎡南 北2室1厅1卫,all,浦口
钱塘望景花园 2室2厅 2700元,2700,浦口江浦街道,-89㎡南 北2室2厅1卫,all,浦口
旭辉银城白马澜山 3室2厅 3200元,3200,浦口江浦街道,-120㎡南 北3室2厅2卫,all,浦口
通宇林景雅园 3室1厅 2650元,2650,浦口江浦街道,-117㎡南3室1厅1卫,all,浦口
弘阳旭日上城二区 3室2厅 2800元,2800,浦口桥北,-130㎡南3室2厅2卫,all,浦口
朗诗未来街区 3室2厅 2400元,2400,浦口高新区,-89㎡南3室2厅1卫,all,浦口
中交锦兰荟 3室2厅 3000元,3000,浦口浦口其它,-115㎡南 北3室2厅1卫,all,浦口
钱塘望景花园 6室1厅 6000元,6000,浦口江浦街道,-154㎡南6室1厅6卫,all,浦口
